INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
183	183	0	FightSkillTianShan_16							0	0	0	1	0		Chiªt mai thÑc: tß thª t¤n công, tång ğµ chính xác
184	13	0	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		ÉíÌåÊÜ»÷µã	g01_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Lan Hoa Ği¬m Huy®t Thü: phong huy®t, không th¬ di chuy¬n, không th¬ thñc hi®n thao tác, không b¸ t¤n công, không th¬ ğánh tïnh lÕi
185	185	0	FightSkillTianShan_12							0	0	0	1	0		Dung tuyªt thÑc: TrÕng thái phòng thü, tÖ l® chuy¬n hoá nµ khí tång, tång khä nång né tránh
186	186	0	FightSkillXiaoYao_2							1	0	0	0	0		Ğ£t cÕm bçy
187	100	0	FightSkillXiaoYao_4				g01_buff10		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Bång ba vi bµ: Tång t¯c ğµ di chuy¬n
188	11	0	FightSkillXiaoYao_5		Skills\Xy\Xy_»­µØÎªÀÎ_»÷ÖĞ.wav		g01_xy_sf_zdo_»­µØÎªÀÎ		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		HoÕ Ğ¸a Vi Lao: vây kh¯n, không th¬ di chuy¬n, không th¬ thñc hi®n thao tác, r½i vào trÕng thái vô ğ¸ch, không b¸ t¤n công
189	189	0	FightSkillXiaoYao_6	g01_xy_jq_zdo_»Æ½ğ¼×		ÉíÌåÊÜ»÷µã				0	0	0	1	0		Vân th¬ phong thân: Tång hµi công
190	190	0	FightSkillXiaoYao_8							0	0	0	1	0		Hoä Nhãn Kim Tinh: tång khä nång dò thám cÕm bçy
191	191	0	FightSkillTianShan1_3							0	1	0	1	0		Dß½ng xuân bÕch tuyªt: mi­n d¸ch v¾i mù m¡t
192	192	0	FightSkillXiaoYao_16							0	0	0	1	0		LÕc th¥n ğ°: trÕng thái t¤n công, cÕm bçy tång hi®u quä ğ¯t cháy
193	193	0	FightSkillXiaoYao1_1				g01_xy_sf_zt_½­ĞĞ³õÑ©		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Giang hành s½ tuyªt: giäm th¶i gian tø khí cüa cÕm bçy Chu tiên tr§n
194	194	0	FightSkillXiaoYao1_3							0	0	0	1	0		Ba lan b¤t kinh: mi­n d¸ch tän công
195	21	0	FightSkillXiaoYao1_4	g01_xy_sf_zdo_ÅÅÉ½µ¹º£		ÉíÌåÊÜ»÷µã	buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Kinh ğào hãi lãng: Tän công, không th¬ sØ døng kÛ nång môn phái
196	192	0	FightSkillXiaoYao_12							0	0	0	1	0		ĞÕi phong cA:TrÕng thái phòng thü, tÖ l® chuy¬n hoán nµ khí tång, có xác su¤t t¤n công khiªn møc tiêu r½i vào trÕng thái ğông cÑng, giäm t¯c ğµ di chuy¬n
197	197	0	FightSkillDaLi1_3							0	0	0	1	0		Phi khô phi vinh: Mi­n d¸ch tän công, ği¬m huy®t
198	198	0	FightSkillDaLi1_4				g01_buff115		Í·¶¥×´Ì¬µã	0	0	0	1	0		Bách bµ xuyên dß½ng: KÛ nång t¤t trúng
199	199	0	FightSkillEMei1_2	g01_em_zd_jiuyingshehun		ÉíÌåÊÜ»÷µã	g01_em_buff40		Í·¶¥×´Ì¬µã	0	0	0	0	0		Chiêu quân xu¤t t¡c: D¤u hi®u, khiªn møc tiêu b¸ tång mÑc sát thß½ng b·i KÛ nång môn phái Nga My phái ğä thß½ng
200	200	0	Buff5_2	g01_lidaitaojiang		ÉíÌåÊÜ»÷µã				0	0	0	1	0		Tâm tâm tß½ng ¤n: Tång cß¶ng th¬ lñc
201	201	0	Buff5_3	g01_lidaitaojiang		ÉíÌåÊÜ»÷µã				0	0	0	1	0		B¤t ly b¤t khí: Tång khä nång t¤n công
202	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång ngoÕi thü
203	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång ngoÕi công
204	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång né tránh
205	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång khä nång nµi công
206	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång gi¾i hÕn máu
207	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång nµi thü
208	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång ğµ chính xác
209	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång tính kháng
210	202	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Sß môn quan hoài: Tång hµi công
211	211	0	Buff5_5							0	0	0	0	0		Hoà bình: Không th¬ t¤n công tÕm th¶i mi­n d¸ch ğ¯i v¾i t¤n công
212	212	0	OtherTools2_14				g01_buff38		Í·¶¥×´Ì¬µã	0	0	0	0	0		Nghi ho£c: Không th¬ t¤n công, không th¬ di chuy¬n, b¸ t¤n công không tïnh lÕi
213	213	0	FightSkillDaLi_5		Character\Npc\chess_boss_1.wav		g01_buff38		Í·¶¥×´Ì¬µã	0	0	0	0	0		Phong ¤n: không th¬ cØ ğµng, có th¬ thÑc tïnh
214	99	0	MenpaiLiveSkill2_10							0	0	0	1	0		Li­u ám hoa minh; ¦n thân, t¯c ğµ di chuy¬n giäm 20%, khi b¸ công kích ho£c sØ døng kÛ nång s¨ l§p tÑc hi®n thân.
215	1500	0	Huodong_14							0	0	0	0	0		Tham gia sñ ki®n Th¢ng B¶m: tång 5 ği¬m t¤t cä thuµc tính v« th¬ lñc,cß¶ng lñc, nµi lñc, trí lñc, thân pháp
216	1501	0	taiwanzhuanyong2_10							0	0	0	0	0		Thiên Long Hß¾ng Ti«n Trùng : Tång Gia Th¬ Lñc, Lñc Lßşng, Linh Khí, Ğ¸nh Lñc, Thân Pháp Các Cái 5 Ği¬m
217	1502	0	taiwanzhuanyong2_12							0	0	0	0	0		Hành V§n Khoái HoÕt Tam: Tång Gia Th¬ Lñc, Lñc Lßşng, Linh Khí, Ğ¸nh Lñc, Thân Pháp Các Cái 5 Ği¬m
218	1503	0	taiwanzhuanyong2_13	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂºì¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thiên Long Chu Niên Khánh : ĞÕi Phúc Tång Gia Nµi Công Công Kích, NgoÕi Công Công Kích
219	15	7600	Buff0_11				hd_Ê¯»Ò°üÊÜ»÷		Í·¶¥×´Ì¬µã	0	0	0	1	0		ThÕch Khôi Bao: hôn mê, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, có th¬ ğánh thÑc
220	220	1000	FightSkillXinShou_10							0	0	0	1	0		Tinh Tuy«n Phän Kích: có 50% khä nång phän h°i sát thß½ng
222	222	0	MenpaiLiveSkill2_7							0	0	0	1	0		Tînh toÕ: Tiªp tøc h°i phøc khí huyªt
223	223	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: Tång ngoÕi công
224	224	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: Tång ngoÕi thü
225	225	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: Tång nµi công
226	226	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: Tång nµi thü
227	227	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: Tång t¯c ğµ di chuy¬n
228	228	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: xác su¤t 50% không g£p yêu quái
229	228	0	Buff5_6							0	0	0	1	0		Tào v§n vi®n trş: xác su¤t 100% không g£p yêu quái
230	230	0	Bag2_1							0	0	0	0	0		Hi®n v§t: mi­n d¸ch nhæng hi®u quä không t¯t
231	13	0	FightSkillTianShan1_5	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ğ°ng sinh cµng tØ: ği¬m huy®t, không th¬ di chuy¬n, không th¬ cØ ğµng, có th¬ b¸ t¤n công, không cách nào thÑc tïnh
232	232	0	FightSkillMingJiao_5	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		B±ng Ğä C¦u Thü: phong huy®t, không th¬ di chuy¬n, không thñc hi®n ğßşc thao tác, không b¸ t¤n công, không th¬ nào ğánh tïnh lÕi
233	233	0	Banner1_8				go1_°®ÉñÖ®¼ı_buff_01		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Nø Hôn Th¥n Ái: nhân chÑng cho tình yêu chân thành, cùng ngß¶i yêu ğªn LÕc Dß½ng Khâu Bích Ğ£c ğ±i l¤y ph¥n thß·ng
234	234	0	Buff9_16							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 15 ği¬m kháng Huy«n
235	235	0	Buff9_16							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 25 ği¬m kháng Huy«n
236	236	0	Buff9_14							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 15 ği¬m kháng Höa
237	237	0	Buff9_14							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 25 ği¬m kháng Höa
238	238	0	Buff9_15							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 15 ği¬m kháng Ğµc
239	239	0	Buff9_15							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 25 ği¬m kháng Ğµc
240	240	0	Buff8_16							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 15 ği¬m kháng Bång
241	241	0	Buff8_16							1	0	0	1	0		Xuyên th¤u: bö qua møc tiêu 25 ği¬m kháng Bång
242	242	0	Huodong_2_13				ĞÂÀ¶¹â»·		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Mua ğ° Tªt môn phái: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 15 ği¬m
243	243	0	Ring5_11				buff_·òÆŞ½äÖ¸01		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Nhçn Kim Cß½ng Vînh H¢ng: khi ğßşc chúc phúc thì th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 10 ği¬m
244	244	0	Buff10_1				buff_ÕäççÖ®¹â		ÉíÌåÊÜ»÷µã							Trân Lung Chi Quang: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 8 ği¬m
245	245	0	TaskTools3_3							0	0	0	1	0		Phúc HoÕt Bäo Hµ: vô ğ¸ch, sau khi sØ døng kÛ nång thì bäo hµ biªn m¤t.
251	99	0	RideHeader1_13		interface\sound_tiger.wav					0	0	0	1	0		Thú cßŞi: H±
252	99	0	RideHeader1_1		interface\sound_horse.wav					0	0	0	1	0		Thú cßŞi: Hoàng Phiêu Mã
253	99	0	RideHeader1_11		interface\35.wav					0	0	0	1	0		Thú cßŞi: LÕc Ğà
254	99	0	RideHeader2_2		interface\32.wav					0	0	0	1	0		Thú cßŞi: HÕc
255	99	0	RideHeader1_16		interface\33.wav					0	0	0	1	0		Thú cßŞi: Thanh Phøng
256	99	0	RideHeader1_3		interface\34.wav					0	0	0	1	0		Thú cßŞi: Mao Ngßu
257	99	0	RideHeader1_5		interface\31.wav					0	0	0	1	0		Thú cßŞi: Lµc
258	99	0	RideHeader1_9		interface\36.wav					0	0	0	1	0		Thú cßŞi: Ğiêu
259	99	0	RideHeader1_7		interface\30.wav					0	0	0	1	0		Thú cßŞi: Khôi Lang
260	99	0	RideHeader1_14		interface\sound_tiger.wav					0	0	0	1	0		Thú cßŞi: BÕch H±
261	99	0	RideHeader1_2		interface\sound_horse.wav					0	0	0	1	0		Thú cßŞi: Thanh BÕch Tông Mã
262	99	0	RideHeader1_12		interface\35.wav					0	0	0	1	0		Thú cßŞi: BÕch LÕc Ğà
263	99	0	RideHeader2_1		interface\32.wav					0	0	0	1	0		Thú cßŞi: Kim Dñc HÕc
264	99	0	RideHeader1_15		interface\33.wav					0	0	0	1	0		Thú cßŞi: H°ng BÕch Phøng
265	99	0	RideHeader1_4		interface\34.wav					0	0	0	1	0		Thú cßŞi: BÕch Mao Ngßu
266	99	0	RideHeader1_6		interface\31.wav					0	0	0	1	0		Thú cßŞi: BÕch Lµc
267	99	0	RideHeader1_10		interface\36.wav					0	0	0	1	0		Thú cßŞi: BÕch Ğiêu
268	99	0	RideHeader1_8		interface\30.wav					0	0	0	1	0		Thú cßŞi: BÕch Lang
269	269	0	Buff5_9	g01_buff108		½ÅÏÂ¹âÈ¦µã				0	0	0	1	0		Biªn thân
270	270	0	Buff5_10							0	0	0	1	0		H°i sinh: trÕng thái này sau khi chªt s¨ tñ ğµng h°i sinh
271	271	0	Buff5_7							1	0	0	0	0		TrÕng thái v§n chuy¬n: Không th¬ tàng hình, quay lÕi thành và cßŞi thú
272	272	0	Buff5_8							0	0	0	0	0		Tào v§n cß¶ng ğÕo: Giöi phá khä nång tàng hình, t¯c ğµ di chuy¬n r¤t nhanh
273	273	0	Buff5_11							0	0	0	1	0		M°i câu: giun ğ¤t, nâng cao t¯c ğµ câu cá
274	273	1	Buff5_12							0	0	0	1	0		M°i câu: h°ng trùng, nâng cao t¯c ğµ câu cá
275	273	2	Buff5_13							0	0	0	1	0		M°i câu: t¢m cát, nâng cao t¯c ğµ câu cá
276	276	0	Buff5_14							0	0	0	0	0		Sóng ğôi: th¶i gian ğÑng sóng ğôi, không th¬ t¤n công và d¸ch chuy¬n, cûng không b¸ sát thß½ng
277	277	0	Buff5_15							0	0	0	0	0		G£p ğ¸ch: không th¬ giao chuy¬n
278	99	0	RideHeader2_3		interface\sound_tiger.wav					0	0	0	1	0		Thú cßŞi: Sß TØ
279	99	0	RideHeader2_4		interface\sound_tiger.wav					0	0	0	1	0		Thú cßŞi: BÕch Sß
280	280	0	Buff1_4				g01_buff44		Í·¶¥×´Ì¬µã	0	0	0	0	0		S½ h· chï ği¬m: b¸ Vß½ng Ngæ Yên chï ra s½ h· cüa chiêu thÑc
281	281	0	FightSkillMingJiao_7							0	0	0	0	0		Báo thù: sau khi giªt chªt ğ¯i phß½ng s¨ nh§n ğßşc sñ báo thù cüa ğ¯i phß½ng
282	282	0	FightSkillXiaoYao_9							1	1	0	1	0		Giam c¥m: Không th¬ sØ døng kÛ nång và v§t ph¦m
283	283	0	FightSkillShaoLin2_6							0	1	0	1	0		Di l£c hµ thân: Tång cß¶ng th¬ lñc
284	284	0	FightSkillMingJiao1_6							0	1	0	1	0		QuÏ hoa th¥n lñc: Tång cß¶ng lñc
285	285	0	FightSkillGaiBang_6							0	1	0	1	0		Nhß änh tuÏ hình: Tång cß¶ng thân pháp
286	286	0	FightSkillWuDang2_6							0	1	0	1	0		Tê ngßu v÷ng nguy®t: Tång nµi lñc
287	287	0	FightSkillEMei2_6							0	1	0	1	0		ToÕ hoài b¤t loÕn: Tång trí lñc
288	288	0	FightSkillXinXiu2_6							0	1	0	1	0		Bách ğµc b¤t xâm: Tång khä nång kháng ğµc
289	289	0	FightSkillDaLi1_6							0	1	0	1	0		Chính khí hÕo nhiên: Tång khä nång kháng huy«n
290	290	0	FightSkillTianShan1_6							0	1	0	1	0		Bång c½ ng÷c c¯t: Tång khä nång kháng bång
291	291	0	FightSkillXiaoYao1_6							0	1	0	1	0		M£c thü thành qui: Tång khä nång kháng hoä
292	59	0	FightSkillShaoLin2_5				ÃØ¼®_sl_zdo		ÉíÌåÖĞĞÄµã	0	0	0	1	0		D¸ch cân ğoán c¯t: Tång gi¾i hÕn máu
293	293	0	FightSkillMingJiao1_5				ÃØ¼®_mj_zdo		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Thu¥n dß½ng vô cñc: Tång hoä công và tính kháng hoä
294	14	0	FightSkillWuDang2_5							0	1	1	0	0		Thiên ngoÕi phi tiên: tê li®t, không th¬ di chuy¬n, không th¬ cØ ğµng, có th¬ b¸ t¤n công, không th¬ thÑc tïnh
295	1	0	FightSkillEMei2_5							0	1	1	0	0		CØu Âm BÕch C¯t Träo: liên tøc m¤t máu
296	34	0	FightSkillXinXiu2_5							0	1	1	0	0		Hoá c¯t miên chß·ng: cß¶ng lñc, nµi lñc suy yªu
297	26	0	FightSkillDaLi1_5							0	1	1	0	0		Thiªu trÕch kiªm: T¤n công s½ h·, suy yªu khä nång t¤n công và phòng thü
298	13	0	FightSkillTianShan1_5							0	1	1	0	0		Ğ°ng sinh cµng tØ: ği¬m huy®t, không th¬ di chuy¬n, không th¬ cØ ğµng, có th¬ b¸ t¤n công, không cách nào thÑc tïnh
299	99	0	RideHeader1_9							0	0	0	1	0		Thú cßŞi: Løc Hành Ğiêu
300	300	0	Buff2_12							0	0	0	1	0		Tång cß¶ng: ngoÕi công
301	301	0	Buff2_13							0	0	0	1	0		Tång cß¶ng: nµi công
302	302	0	Buff2_14							0	0	0	1	0		Tång cß¶ng: ngoÕi thü
303	303	0	Buff2_15							0	0	0	1	0		Tång cß¶ng: nµi thü
304	304	0	Charm_1							1	0	0	1	0		Tång cß¶ng: bång công
305	305	0	Charm_2							1	0	0	1	0		Tång cß¶ng: hoä công
306	306	0	Charm_3							1	0	0	1	0		Tång cß¶ng: ğµc công
307	307	0	Charm_4							1	0	0	1	0		Tång cß¶ng: huy«n công
308	308	0	OtherTools1_5							1	0	0	1	0		Tång cß¶ng: kháng bång
309	309	0	OtherTools1_6							1	0	0	1	0		Tång cß¶ng: kháng hoä
310	310	0	OtherTools1_7							1	0	0	1	0		Tång cß¶ng: kháng ğµc
311	311	0	OtherTools1_8							1	0	0	1	0		Tång cß¶ng: kháng huy«n
312	312	0	MenpaiGoods_1							1	0	0	1	0		Tång cß¶ng: cß¶ng lñc
313	313	0	MenpaiGoods_2							1	0	0	1	0		Tång cß¶ng: nµi lñc
314	314	0	MenpaiGoods_3							1	0	0	1	0		Tång cß¶ng: th¬ lñc
315	315	0	MenpaiGoods_4							0	0	0	1	0		Tång cß¶ng: trí lñc
316	316	0	MenpaiGoods_5							1	0	0	1	0		Tång cß¶ng: thân pháp
317	317	0	MenpaiGoods_6							0	0	0	1	0		Tång cß¶ng: ğµ chính xác
318	318	0	MenpaiGoods_7							0	0	0	1	0		Tång cß¶ng: né tránh
319	319	0	MenpaiGoods_8							0	0	0	1	0		Tång cß¶ng: hµi công
320	320	0	Charm_15							1	0	0	1	0		Tång cß¶ng: máu gi¾i hÕn trên
321	321	0	Charm_14							1	0	0	1	0		Tång cß¶ng: khí gi¾i hÕn trên
322	99	0	RideHeader2_6		ambience\nature\animal\elephant.wav					0	0	0	1	0		V§t cßŞi: Voi
323	99	0	RideHeader2_5		ambience\nature\animal\elephant.wav					0	0	0	1	0		Thú cßŞi: BÕch Tßşng
324	99	0	RideHeader1_10		interface\36.wav					0	0	0	1	0		CßŞi: Th¥n Ğiêu
325	325	0	Cloth3_2							1	0	0	0	0		Ğ¸a linh ğan: kinh nghi®m cüa Trân thú nh§n ğßşc g¤p ğôi
326	99	0	RideHeader2_15		ambience\nature\animal\xiniu.wav					0	0	0	1	0		CßŞi: Tê Ngßu
327	99	0	RideHeader2_11		ambience\nature\bird\tuoniao.wav					0	0	0	1	0		CßŞi: Ğà Ği¬u
328	99	0	RideHeader2_14		ambience\nature\insect\spider_1.wav					0	0	0	1	0		Thú cßŞi: Phù Vån KÜ Sî
329	99	0	RideHeader2_12							0	0	0	1	0		CßŞi: Huy«n Quy
330	99	0	RideHeader2_10		ambience\nature\animal\lion_1.wav					0	0	0	1	0		CßŞi: Løc Ngô
331	99	0	RideHeader2_13		ambience\society\machine.wav					0	0	0	1	0		CßŞi: Mµc Ngßu Lßu Mã
332	99	0	RideHeader2_9		ambience\nature\animal\bear_1.wav					0	0	0	1	0		CßŞi: Hùng
333	99	0	RideHeader1_1							0	0	0	1	0		CßŞi thú
334	334	0	TaskTools3_3							0	0	0	1	0		Truy«n t¯ng bäo hµ: vô ğ¸ch, sau khi di chuy¬n ho£c sØ døng kÛ nång, bäo v® s¨ m¤t
335	335	0	CommonLiveSkill_16							1	0	0	0	0		M®t möi: chü nhân ko th¬ tiªp tøc ph¯i hşp Trân thú phóng ra chÑc nång công kích.
336	336	0	TaskTools4_10							1	0	0	0	0		Mã yên: gia tång t¯c ğµ di chuy¬n cüa Thú cßŞi
337	99	0	Ride2_15		ambience\nature\animal\river_horse.wav					0	0	0	1	0		Thú cßŞi: Hà Mã
338	99	0	Ride2_11		ambience\nature\animal\carriage.wav					0	0	0	1	0		Thú cßŞi: Mã Xa
339	99	0	Ride2_13		ambience\nature\animal\horse_2.wav					0	0	0	1	0		Thú cßŞi: Thiên Mã
340	99	0	Ride2_9							0	0	0	1	0		Thú cßŞi: Th¯ TØ
341	99	0	Ride2_14		ambience\nature\animal\dance_lion.wav					0	0	0	1	0		Thú cßŞi: Vû sß
342	99	0	Ride2_10		interface\31.wav					0	0	0	1	0		Thú cßŞi: Tu¥n Lµc
343	343	0	Medicine2_12							1	0	0	0	0		Càn khôn h°: Tñ ğµng thu th§p v§t ph¦m lúc quái v§t r¾t ra
344	344	0	TaskTools6_7							1	0	0	0	0		Tâm Hoài C¯ Chü: tÕm th¶i không th¬ gia nh§p bang phái khác, th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 5 ği¬m
345	345	0	MenpaiLiveSkill2_9							0	0	1	0	0		Di®t thØ tri«u thñc: Thu hút quái v§t công kích
346	345	0	MenpaiLiveSkill2_11							0	0	1	0	0		Ği®u H± Ly S½n: dø quái v§t công kích và giäm khä nång phòng ngñ cüa nó
347	347	0	MakeMaterial11_3				g01_buff10_01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Song hÕt t¯c long ğan: gia tång t¯c ğµ di chuy¬n
349	349	0	Cloth3_14							1	1	0	0	0		Thông thiên linh ğan: kinh nghi®m nhân v§t nh§n ğßşc tr· thành g¤p 2.5
350	325	0	Cloth3_15							1	1	0	0	0		Tri®t ğ¸a linh ğan: kinh nghi®m Trân thú nh§n ğßşc tr· thành g¤p 2.5
351	349	0	Cloth3_16							1	1	0	0	0		Ti¬u Linh Ğan: kinh nghi®m mà nhân v§t và Trân Thú nh§n ğßşc tång thành 1.5 l¥n, có th¬ sØ døng ğ°ng th¶i v¾i Ğ¸a Linh Ğan và nhân ğôi kinh nghi®m.
352	352	0	CommonLiveSkill_15							1	0	0	0	0		M®t möi: chü nhân không th¬ tiªp tøc ph¯i hşp v¾i trân thú sØ døng kÛ nång Th¥n hæu.
353	353	0	CommonLiveSkill_14							1	0	0	0	0		M®t möi: chü nhân không th¬ tiªp tøc ph¯i hşp v¾i trân thú sØ døng kÛ nång Cµng sinh và Huyªt tª.
354	354	0	Cloth4_5				Ãµ¹å»¨		ÉíÌåÖĞĞÄµã	0	0	0	1	0		999 ğóa hoa h°ng
355	355	0	Cloth6_1	±ùÕòÎ÷¹Ï	interface\sound_shengji.wav	ÉíÌåÊÜ»÷µã				0	0	0	1	0		Bång tr¤n dßa h¤u: làm cho ngß¶i Th¥n thanh khí thoán, Gia tång 15% theo c½ s· nhân v§t NgoÕi công công kích và c½ s· nhân v§t Nµi công công kích.
356	99	0	Ride2_12							0	0	0	1	0		Thú cßŞi: Tuyªt Vû
357	357	0	CommonLiveSkill_14							1	0	0	0	0		M®t möi: chü nhân không th¬ ph¯i hşp cùng v¾i trân thú sØ døng kÛ nång nhøc tß¶ng
358	99	0	RideHeader2_16							0	0	0	1	0		Thú cßŞi: Cñ nhân
359	99	0	RideHeader2_7							0	0	0	1	0		Thú cßŞi: Phi long
#																
360	360	0	PetSkill2_13							0	0	0	0	0		Bång tinh: giäm sát thß½ng h® bång, tång sát thß½ng h® hoä
361	360	0	PetSkill2_14							0	0	0	0	0		Hoä tinh: giäm sát thß½ng h® hoä, tång sát thß½ng h® bång
362	360	0	PetSkill3_3							0	0	0	0	0		Ğµc c±: giäm sát thß½ng h® ğµc, tång sát thß½ng h® huy«n
363	360	0	PetSkill3_8							0	0	0	0	0		Huy«n thú: giäm sát thß½ng h® huy«n, tång sát thß½ng h® ğµc
364	364	0	PetSkill1_7							0	0	0	0	0		Ch§m chÕp: Tång mÑc gi¾i hÕn máu, khä nång né tránh và ğµ chính xác giäm
365	364	0	PetSkill3_6							0	0	0	0	0		Giäo hoÕt: Tång khä nång né tránh và ğµ chính xác, khä nång phòng thü suy yªu
366	364	0	PetSkill3_7							0	0	0	0	0		Th§t thà: Tång phòng thü, hµi công giäm
367	364	0	PetSkill3_5							0	0	0	0	0		Li«u mÕng: tång hµi công, gi¾i hÕn máu giäm
368	364	0	PetSkill3_9							0	0	0	0	0		Pháp h°n: nµi công tång, ngoÕi công suy yªu
369	364	0	PetSkill3_10							0	0	0	0	0		Man lñc: ngoÕi công tång, nµi công suy yªu
370	370	0	PetSkill5_13				cw_chongsheng		ÉíÌåÊÜ»÷µã	0	0	0	0	0		H°i sinh: trÕng thái này sau khi chªt s¨ tñ ğµng h°i sinh
371	370	0	PetSkill5_14				cw_chongsheng		ÉíÌåÊÜ»÷µã	0	0	0	0	0		H°i sinh c¤p cao: · trÕng thái này sau khi chªt s¨ tñ ğµng h°i sinh
372	372	0	PetSkill2_9				cw_rouqiang		Í·¶¥×´Ì¬µã	0	0	0	0	0		Nhøc tß¶ng: Chuy¬n mµt ph¥n sát thß½ng sang thú nuôi
373	372	0	PetSkill2_10				cw_rouqiang		Í·¶¥×´Ì¬µã	0	0	0	0	0		Nhøc tß¶ng c¤p ğµ cao: Chuy¬n mµt ph¥n sát thß½ng sang thú nuôi
374	374	0	PetSkill4_1				cw_shengyou		Í·¶¥×´Ì¬µã	0	0	0	0	0		Th¥n hæu: không b¸ sát thß½ng cûng không th¬ t¤n công ğ¸ch
375	374	0	PetSkill4_2				cw_shengyou		Í·¶¥×´Ì¬µã	0	0	0	0	0		Th¥n hæu c¤p ğµ cao: không b¸ sát thß½ng cûng không th¬ t¤n công ğ¸ch
376	376	0	PetSkill7_1				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Khát máu: Hy sinh phòng thü ğ¬ tÕm th¶i nâng cao ngoÕi công
377	376	0	PetSkill7_2				cw_shixue		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Khát máu c¤p ğµ cao: Hy sinh phòng thü ğ¬ tÕm th¶i nâng cao ngoÕi công
380	380	0	PetSkill5_6							0	0	0	0	0		NguÜ trang: thú nuôi · trÕng thái tàng hình, hi®n hình khi t¤n công ho£c b¸ sát thß½ng
381	380	0	PetSkill5_5							0	0	0	0	0		NguÜ trang ğµ c¤p cao: thú nuôi nguÜ trang, s¨ hi®n hình khi t¤n công ho£c b¸ sát thß½ng
